iso	alternate names	affiliation	affiliation-HH	country	dialects	language status	language use	location	population numeric	typology	writing
hur	Holkomelem	Salish, Central Salish	Salishan, Central Salish	Canada, United States	Downriver, Island, Upriver.	8a (Moribund).	Older adults. Also use English [eng].	Southwest British Columbia, in many small communities along the lower Fraser river, the east coast of Vancouver Island. Also in United States.	570	NA	NA
hus	Huasteco de Tantoyuca, Huasteco de Veracruz	Mayan, Huastecan, Huastec	Mayan, Huastecan Mayan	Mexico	San Luis Potosi Huastec (Potosino Huastec), Southeastern Huastec (Huasteco de San Francisco Chontla). Sociological factors require literature in Veracruz variety of Huastec.	4 (Educational).	All ages. Also use Spanish [spa] or Eastern Huasteca Nahuatl [nhe].	Northern Veracruz. 60 villages; San Lu\'is Potos\'i. 12 villages; east of Huasteco Veracruz, Cerro Azul on southeast edge, Tepetzintla on south edge, Tantima on north edge, Santa Mar\'ia Ixcatepec on west edge, San Francisco Chontla, Tancoco, Amatl\'an Tuxpan, Galeana y Zaragoza Vieja, and Tamiahua.	131000	SVO; short words, affixes, clitics; nontonal	Latin script.
hut	Dangali, 'Humla Bhotia' , Humli Khyampa, Phoke	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Central, gTsang	Sino-Tibetan, Bodic, Bodish, West Bodish, U-Tsang	Nepal	Humli Khyampa, La Yakba, Limi, Nyinba, Upper Humla. Nyinba is nearly unintelligible to other Humla Tibetans (Levine 1988:269, cited in Wilde 2001) but speakers report all dialects are mutually intelligible (Wilde 2001).	6a (Vigorous).	Home, friends, religion, work. All ages. Positive attitudes.	Seti Zone, Bajura district; Karnali Zone, Humla district, villages northwest from Simikot towards China border, villages slightly northeast of Simikot; Kathmandu.	4000	SOV; postposition; noun head initial; noun classes or genders; content q-word in situ; 1 prefix, up to 3 suffixes; case-marking and word order; verbal affixation marks person (conjunct vs. disjunct distinction); tense and aspect; no passives or voice; 35 consonants (Limi variety) and 7 vowel phonemes; tonal	Unwritten.
huu	Bue, Witoto	Witotoan, Proto-Huitoto-Ocaina, Early Huitoto, Proto-Minica-Murai	Huitotoan, Nuclear Witotoan, Minica-Murui	Peru, Colombia	Mica.	6b (Threatened). Language of recognized nationality (1993, Constitution, Article 48).	Shifting to Spanish [spa]. Children acquire Huitoto but many of them do not use the language (2007). Written and oral use in religious services. Also use Spanish [spa]. A few also use Bora [boa].	Northeast, Ampiyacu, Putumayo, and Napo rivers; north of Amazon river between Iquitos, Peru and Leticia, Colombia south, Caquet\'a river north. Also in Colombia.	1000	SOV	Latin script.
huv	Huave del oeste	Huavean	Huavean	Mexico	Very limited intelligibility of other Huave varieties; 88% of San Dionisio del Mar [hve].	5 (Developing).	All ages.	Southeast coast, Oaxaca, San Mateo del Mar.	11000	SVO; short words, affixes; nontonal	Latin script.
huw	Bambaa	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Hukumina	Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Malayo-Polynesian, Central Maluku, West Central Maluku, Buru-Sula-Taliabo, Sula-Buru, Buruic	Indonesia (Papua)	NA	10 (Extinct).	NA	Central Maluku, northwest Buru island, Hukumina, Palumata, and Tomahu districts.	0	NA	NA
hux	Muinane Huitoto, Nipode Witoto	Witotoan, Proto-Huitoto-Ocaina, Early Huitoto	Huitotoan, Nuclear Witotoan, Nipode	Peru	NA	8a (Moribund).	Children acquire Huitoto but many of them do not use the language (2007). Also use Minica Huitoto or Murui Huitoto [huu].	NA	100	NA	Latin script.
huy	'Aramit, Galiglu, Hula Hula, Jabali, Judeo-Aramaic, Kurdit, Lishana Axni, Lishana Noshan	Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northeastern	Afro-Asiatic, Semitic, West Semitic, Central Semitic, Northwest Semitic, Aramaic, Eastern Aramaic, Central Eastern Aramaic	United States, Israel, Iran	Kerend, Sanandaj, Saqiz, Suleimaniya. Very different and not intelligible with Senaya [syn] or Lishana Deni [lsd]. 60%-70% intelligibility of Lishanan and Lishanid Noshan [aij].	8a (Moribund).	Many also use Hebrew [heb]. Older people also use Kurdish.	Also in Iran, United States.	10000	NA	Hebrew script.
huz	Enzeb, Gunzib, Khunzal, Khunzaly, Xunzal	North Caucasian, East Caucasian, Tsezic, East Tsezic	Nakh-Daghestanian, Daghestanian, Avar-Andic-Tsezic, Tsezic, East Tsezic	Russian Federation (Asia)	Separate from Bezhta [kap] (1989 Comrie) but very similar to it.	6b (Threatened).	Avar [ava] and Russian [rus] are used in school and for wider communication (2007). Home. Few child speakers. Mildly positive attitudes. Some also use Russian [rus], Bezhta [kap] or Avar [ava]. Avar is literary language.	Southern Dagestan Republic, Tsuntinsky district, Nakhada, Gunzib and Garbutl; Kizilyurtovksy district, Stalskoe. Also in Georgia.	1010	27 consonants, 16 vowels, word stress generally linked to prefinal vowel; 5 noun classes; agreement between nouns and coreferent adjectives, pronouns, verbs, and adverbs marked by prefixes; nominative-ergative system; demonstratives	Unwritten.
hva	NA	NA	Spurious, !Retired	Mexico	NA	NA	NA	NA	NA	NA	NA
hvc	Langaj, Langay	Unclassified	Unclassifiable	Haiti	NA	9 (Second language only).	NA	NA	1	NA	NA
hve	Huave del este	Huavean	Huavean	Mexico	98% intelligibility of Santa Mar\'ia del Mar Huave [hvv], 88% of San Mateo del Mar Huave [huv].	7 (Shifting).	Also use Spanish [spa].	Southeast coast, Oaxaca, Juchit\'an district, San Dionisio del Mar.	2550	Nontonal	Latin script.
hvk	Aveke, 'Aveke	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, New Caledonian, Northern	Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Southern Melanesian, New Caledonian, Northern New Caledonian, Voh-Kone	New Caledonia	Regarded as a dialect of Voh-Kon\'e (Wurm and Hattori 1981). Bwatoo [bwa] is most closely related.	7 (Shifting).	Endangered (2000 D. Tryon). Under pressure from Paici [pri] and French [fra] (2007).	West coast, Voh-Kon\'eGatope, Oundjo, and Ti\'eta.	300	NA	NA
hvn	Havunese, Sabu, Savu, Savunese, Sawu, Sawunese	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Sumba-Hawu, Hawu-Dhao	Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Malayo-Polynesian, Flores-Sumba-Hawu, Sumba-Hawu, Hawu-Dhao	Indonesia (Papua)	Liae, Mesara (Mehara), Raijua (Raidjua), Seba (Heba), Timu (Dimu).	5 (Developing).	NA	East Nusa Tenggara Province. Sawu and Raijua islands; 3 enclaves, 2 on Sumba island, Waingapu and Melolo areas; south central Flores island, Ende area. Others in Kupang city, Timor island.	110000	Complex phonetics with implosives, glottal, long and short vowels, long and short consonants	Latin script.
hvv	Huave del oeste	Huavean	Huavean	Mexico	Very limited intelligibility of other Huave, although most similar to San Dionisio [hve].	7 (Shifting).	Children do not grow up speaking Huave. But when they become adults they all learn it in order to function in the culture (2011 J. Williams). Children learn Spanish first, but learn Huave by adulthood, because adults speak Huave.	Southeast coast, Oaxaca, Santa Mar\'ia del Mar.	500	Nontonal	Unwritten.
hwa	Hwane, Ngwan\'e	Niger-Congo, Atlantic-Congo, Volta-Congo, Kru, Eastern, Bakwe	Atlantic-Congo, Volta-Congo, Kru, Eastern Kru, Bakwe-Wane	C�te d'Ivoire	NA	6a (Vigorous).	Positive attitudes. Some youth also use Bakw\'e [bjw] or French [fra].	Southwest coast.	2100	NA	NA
hwc	Hawai'i Creole, Hawai'i Creole English, HCE, Pidgin	Creole, English based, Pacific	Indo-European, Germanic, Northwest Germanic, West Germanic, North Sea Germanic, Anglo-Frisian, Anglian, Mercian, Macro-English, Pacific Creole English	United States	The basilect is barely intelligible with standard English (McKaughan and Forman 1982).	5 (Developing).	Vigorous use by 100,000 to 200,000. Native speech of a large number of those born or brought up in Hawaii, regardless of racial origin. Continuum of speech from distinct creole to standard English [eng] of Hawaii. Different speakers control different spans along the continuum, with some only speaking creole. Some communication problems at university level. Up to 400,000 L2 speakers. Courts, literature, personal letters, local commerce, and a few songs. All ages. Mixed attitudes. Accepted by many as important part of local culture, a distinctive local language; but looked down on by others. Some official acknowledgement of it in print and public discussion, Miranda rights. 50% of children in Hawaii do not speak English [eng] as L1 when entering school. English is used in school. Most songs are in Hawaiian or English. Other languages used are Hakka [hak], Yue Chinese [yue], Japanese [jpn], Korean [kor], Tagalog [tgl], Ilocano [ilo], Cebuano [ceb], Hiligaynon [hil], Portuguese [por], Spanish [spa], or Samoan [smo].	Hawaiian Islands, United States mainland (especially the west coast, Las Vegas, and Orlando).	600000	NA	Latin script.
hwo	Fiterya, Hona, Hwona	Afro-Asiatic, Chadic, Biu-Mandara, A, A.1, Eastern	Afro-Asiatic, Chadic, Biu-Mandara, South Biu-Mandara, Teraic, Eastern Tera	Nigeria	NA	6a (Vigorous).	Also use Fulfulde [fuv], Hausa [hau], Huba [hbb], or Ga'anda [gqa].	Adamawa State, Gombi LGA; some in Song and Hong LGAs.	32000	NA	NA
hya	Ghye, Za	Afro-Asiatic, Chadic, Biu-Mandara, A, A.3	Afro-Asiatic, Chadic, Biu-Mandara, North Biu-Mandara, Higi	Nigeria, Cameroon	Similar to Kamwe [hig]. Lexical similarity62% with Psikye [kvj].	8a (Moribund).	All domains. Also use Psikye [kvj].	Far North Region, Mayo-Tsanaga division, Mokolo subdivision, Amsa. Also in Nigeria.	940	NA	Unwritten.
hye	Armjanski Yazyk, Ena, Ermeni Dili, Ermenice, Somkhuri	Indo-European, Armenian	Indo-European, Armenic	Canada, Turkmenistan, Lebanon, France, Palestinian West Bank and Gaza, Turkey (Asia), Uzbekistan, Israel, Iran, Jordan, Armenia, Iraq, Kazakhstan, Ukraine, Kyrgyzstan, Georgia, United States, Syria, Bulgaria, Romania, Honduras, Estonia, Egypt, Tajikistan, India, Azerbaijan, Russian Federation (Asia), Greece, Hungary, Cyprus	Agulis, Akn, Arabkir, Ararat, Artvin (Artwin), Ashkharik, Astrakhan (Astrachan), Constantinople (Istanbul, Konstantinopel), Crimea (Krim), Dzhulfa (Dschugha, Dschulfa), Eastern Armenian, Erevan (Eriwan), Ewdokia (Tokat), Hamshen (Hamschen), Karabagh, Karin (Erzerum, Erzurum), Kharberd (Charberd, Erzenka, Erzincan), Khvoy-Salmst (Choi-Salmst), Kilikien, Malatya (Malatia), Mus (Musch), North Komedia, Rodosto, Sebaste, Shabin-Karahissar (Schabin-Karahissar), Shamakhi (Schamachi), Smyrna (Izmir), Syria (Syrien), Tbilisi (Tiflis), Tigranakert (Diarbekir, Diyarbakir), Trabzon (Trapezunt), Urmia-Maragheh (Urmia-Maragha), Van (Wan). Eastern Armenian (4,341,000) in Armenia and its Turkish and Iranian borderlands; Western Armenian (879,612) used elsewhere and only understood by some in Iran. In Syria, people in Kessaberen (northeastern mountain village of Kessab) and Musa Dagh village (now relocated to Lebanon) speak related varieties which other Western Armenian speakers do not understand. Most Kessaberen users now learn Western Armenian. Western Armenian (Turkey) and Ararat (Russian Federation) are easily intelligible.	1 (National). Statutory national language (1995, Constitution, Article 12).	91% of the ethnic group in Russia spoke it as L1 (1979 census). All ages. Also use Russian [rus].	Widespread. Also in Azerbaijan, Bulgaria, Canada, Cyprus, Egypt, Estonia, France, Georgia, Greece, Honduras, Hungary, India, Iran, Iraq, Israel, Jordan, Kazakhstan, Kyrgyzstan, Lebanon, Palestine, Romania, Russian Federation, Syria, Tajikistan, Turkey, Turkmenistan, Ukraine, United States, Uzbekistan.	3140000	SVO	Armenian script, primary usage. Braille script.
iai	Hwen Iaai, Iai, Yai	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Loyalty Islands	Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Loyalty Islands	New Caledonia	NA	6a (Vigorous).	Positive attitudes.	Loyalty Islands, Ouv\'ea.	4080	VOS; noun classes	Latin script.
ian	Big Sepik, Gepma Kwudi, Gepma Kwundi, Ngepma Kwundi	Sepik, Ndu	Ndu, Nuclear Ndu, Sawos	Papua New Guinea	Nyaura, Palimbei.	5 (Developing).	NA	East Sepik Province, Ambunti and Angoram districts, Sepik river, Tambunum to Japandai, Kundungay area villages.	8440	NA	Latin script.
iap	NA	Unclassified	Unclassifiable	Brazil	NA	10 (Extinct).	NA	Par\'a and Amap\'a border region.	0	NA	NA
iar	Evorra, Iai, Koriki, Maipua, Namau	Trans-New Guinea, Eleman, Purari	Purari	Papua New Guinea	Iai (Namau), Purari. Apparently unrelated to other Gulf Province languages.	5 (Developing).	NA	Gulf Province, between Kapaina inlet and Orokolo, Purari river.	7000	NA	Latin script.
iba	Sea Dayak	Austronesian, Malayo-Polynesian, Malayo-Chamic, Malayic, Ibanic	Austronesian, Nuclear Austronesian, Malayo-Polynesian, Malayo-Sumbawan, North and East Malayo-Sumbawan, Malayic, Nuclear Malayic, Ibanic	Brunei, Malaysia (Peninsular), Indonesia (Papua)	Batang Lupar, Bugau, Dau, Lemanak, Skrang, Ulu Ai, Undup.	3 (Wider communication).	600,000 L2 speakers in Sarawak. Positive attitudes.	Sarawak, Sadong river north to Bintulu, Sibu; Sabah, Tawau district, 1 village. Also in Brunei, Indonesia.	658000	SVO	Latin script.
ibb	NA	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Efik	Atlantic-Congo, Volta-Congo, Benue-Congo, Delta Cross, Lower Cross, Central Lower Cross, Efik-Ibibio	Nigeria	Central Ibibio, Enyong, Itak, Nsit. Several dialects.	3 (Wider communication).	Ibibio is the main trade language of Akwa Ibom state. Used in university courses. Decreasing use of Efik [efi] as literary language.	Akwa Ibom State, Itu, Uyo, Etinan, Ikot Abasi, Ikono, Ekpe-Atai, Uruan, Onna, Nsit-Ubium, and Mkpat Enin LGAs.	1750000	SVO	Latin script.
ibd	Eiwaja, Ibadjo, Iwaidji, Iwaydja, Jiwadja, Karadjee, Limba	Australian, Yiwaidjan, Yiwaidjic	Iwaidjan_Proper, Central Iwaidjic	Australia	Iwaydja.	6b (Threatened).	Some domains. Some children. Also use English [eng].	Northern Territory, Croker Island.	140	NA	Latin script.
ibe	Ibaram-Efifa	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Akpes	Atlantic-Congo, Volta-Congo, Benue-Congo, Akpes-Edoid	Nigeria	Akunnu (Akpes), Ase, Daja, Efifa, Esuku (Echuku), Gedegede, Ibaram, Ikorom, Iyani. A dialect subgroup.	6a (Vigorous).	Also use Yoruba [yor].	Ondo State, Akoko North LGA.	10000	NA	NA
ibg	Ybanag	Austronesian, Malayo-Polynesian, Philippine, Northern Luzon, Northern Cordilleran, Cagayan Valley, Ibanagic	Austronesian, Nuclear Austronesian, Malayo-Polynesian, Northern Luzon, Northern Cordilleran, Cagayan Valley, Ibanagic	Philippines	North Ibanag, South Ibanag. Intelligibility with Itawit [itv] 69%.	5 (Developing).	Positive attitudes. Also use Filipino [fil].	Luzon, Isabela and Cagayan provinces.	500000	VSO; genitives after noun heads; adjectives and numerals before noun heads; CV, CVC; nontonal	Latin script.
ibi	NA	NA	Spurious, !Atlantic-Congo, !Volta-Congo, !Benue-Congo, !Edoid, !Northwestern Edoid, !Akuku-Oloma	Nigeria	NA	NA	NA	NA	NA	NA	NA
ibl	Benguet-Igorot, Ibadoy, Ibaloy, Igodor, Inibaloi, Nabaloi	Austronesian, Malayo-Polynesian, Philippine, Northern Luzon, Meso-Cordilleran, South-Central Cordilleran, Southern Cordilleran, West Southern Cordilleran, Nuclear Southern Cordilleran, Ibaloy	Austronesian, Nuclear Austronesian, Malayo-Polynesian, Northern Luzon, Meso-Cordilleran, South-Central Cordilleran, Southern Cordilleran, West Southern Cordilleran, Nuclear Southern Cordilleran	Philippines	Bokod, Daklan, Kabayan.	5 (Developing).	NA	Luzon, central and south Benguet Province, west Nueva Vizcaya Province.	111000	NA	Latin script.
ibm	Ibami, Ro Bambami, Wa Bambani, Wagoi	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Upper Cross, Agoi-Doko-Iyoniyong	Atlantic-Congo, Volta-Congo, Benue-Congo, Delta Cross, Upper Cross, Agoi-Doko-Iyoniyong	Nigeria	Iko.	6a (Vigorous).	NA	Cross River State, Obubra LGA, Agoi-Ekpo, Ekom-Agoi, Agoi-Ibami, and Itu-Agoi towns.	12000	NA	NA
ibn	Ibeno, Ibuno	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Ibino	Atlantic-Congo, Volta-Congo, Benue-Congo, Delta Cross, Lower Cross	Nigeria	NA	6a (Vigorous).	NA	Akwa Ibom State, Uquo-Ibeno LGA.	10000	NA	NA
ibo	Ibo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Igboid, Igbo	Atlantic-Congo, Volta-Congo, Benue-Congo, Igboid, Nuclear Igboid	Nigeria	Afikpo, Aniocha, Bonny-Opobo, Eche, Egbema, Mbaise, Ngwa, Nsa, Nsuka, Oguta, Ohuhu, Oka (Awka), Onitsha, Orlu, Owerri (Isuama), Umuahia, Unwana. 30 dialects vary in inherent intelligibility. The standard literary form developing based on Owerri and Umuahia dialects, omitting the nasality and aspiration found in those dialects.	2 (Provincial). De facto provincial language in southeastern region.	Main LWC of Abia, Anambra, Ebonyi, Enugu, and Imo states. Used for government notices.	Abia State; Anambra State, Aguata, Anambra, Awka, Idemili, Ihiala, Njikoka, Nnewi, and Onitsha LGAs; Enugu State, Awgu, Enugu, Ezeagu, Igo-Etiti, Igbo-Eze, Isi-Uzo, Nkanu, Nsukka, Udi, and Uzo-Uwani LGAs; Imo State; Rivers State, Ikwerre, Bonny, and Ahoada LGAs; Delta State, Oshimili, Aniocha, and Ndokwa LGAs; Akwa Ibom State, Ika LGA; northeast Delta State; southeast Rivers State, Oyigbo LGA and Opobo part of Opobo-Nkoro LGA, and alongside Ibani [iby] langauge area in Bonny LGA. The only or majority language in Abia, Anambra, Ebonyi, Enugu, and Imo states.	18000000	NA	Latin script, used since 1900.
ibr	NA	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Ibuoro	Atlantic-Congo, Volta-Congo, Benue-Congo, Delta Cross, Lower Cross, Central Lower Cross, Ibuoro-Nkari	Nigeria	NA	6a (Vigorous).	NA	Akwa Ibom State, Itu and Ikono LGAs.	5000	NA	NA
ibu	NA	West Papuan, North Halmahera, Sahu	North_Halmahera, Northern North Halmahera, Sahuan	Indonesia (Papua)	May be inherently intelligible with Sahu [saj].	8b (Nearly extinct).	Mainly older adults (1987).	North Maluku, north Halmahera island, Ibu river mouth, Gamlamo and Gamici villages.	35	NA	NA
iby	Bonny, Ubani	Niger-Congo, Atlantic-Congo, Ijoid, Ijo, Eastern, Northeastern, Eastern	Ijoid, Ijo, Eastern Ijo, KaKiBa-Nkoroo, KaKiBa	Nigeria	Koin subgroup within the Ijo subgroup.	6a (Vigorous).	NA	Rivers State, Bonny.	60000	NA	Latin script, in development.
