language	glottocode	iso
Ngatik Men's Creole	ngat1248	ngm
Ngawn Chin	ngaw1239	cnw
Ngawun	ngaw1240	nxn
Ngazidja Comorian	ngaz1238	zdj
Ngbaka Ma'bo	ngba1284	nbm
Ngbaka Manza	ngba1287	ngg
Ngbaka Minagende	ngba1285	nga
Ngbee	ngbe1238	jgb
Ngbinda	ngbi1238	nbd
Ngbundu	ngbu1241	nuu
Ngelima	ngel1238	agh
Ngemba	ngem1255	nge
Ngen	shar1244	ssv
Ngen of Djonkro	ngen1256	NA
Ngendelengo	ngen1257	nql
Ngete	nget1241	nnn
Nggem	ngge1241	nbq
Nggwahyi	nggw1242	ngx
Ngie	ngie1242	ngj
Ngiemboon	ngie1241	nnh
Ngile	ngil1242	jle
Ngindo	ngin1244	nnq
Ngiti	ngit1239	niy
Ngizim	ngiz1242	ngi
Ngkot	ngko1236	NA
Ngkalmpw Kanum	ngka1235	kcd
Ngochang	ngoc1235	NA
Ngom	ngom1270	nra
Ngomba	ngom1272	jgo
Ngombale	ngom1271	nla
Ngombe (Central African Republic)	ngom1265	nmj
Ngombe (Democratic Republic of Congo)	ngom1268	ngc
Ngombe-Bangandu	bang1347	bgf
Ngong	ngon1275	nnx
Ngongo	ngon1267	noq
Ngoni	ngon1269	ngo
Ngoshie	ngos1238	nsh
Ngubi	ngub1239	NA
Ngul	ngul1247	nlo
Ngulu	ngul1246	ngp
Nguluwan	ngul1236	nuw
Ngumbarl	ngum1253	NA
Ngumbi	ngum1255	nui
Ngundi	ngun1270	ndn
Ngundu	ngun1266	nue
Ngungwel	ngun1272	ngz
Ngura	ngur1261	nbx
Ngurimi	ngur1263	ngq
Ngurmbur	ngur1260	nrx
Nguon	nguo1239	nuo
Ngwaba	ngwa1251	ngw
Ngwe	ngwe1238	nwe
Ngwo	ngwo1241	ngn
Ngabere	ngab1239	gym
Nhanda	nhan1238	nha
Nhengatu	nhen1239	yrl
Nhuwala	nhuw1239	nhf
Nias	nias1242	nia
Nicaragua Creole English	nica1252	bzk
Nicaraguan Sign Language	nica1238	ncs
Niellim	niel1243	nie
Nigeria Mambila	nige1255	mzk
Nigerian Fulfulde	nige1253	fuv
Nigerian Pidgin	nige1257	pcm
Nigerian Sign Language	nige1240	nsi
Nigilu	nigi1241	NA
Nihali	niha1238	nll
Nii	niii1240	nii
Nijadali	nija1242	nad
Niksek	niks1238	gbe
Nila	nila1244	nil
Nilamba	nila1242	nim
Nimadi	nima1243	noe
Nimanbur	nima1245	nmp
Nimbari	nimb1256	nmr
Nimboran	nucl1633	nir
Nimi	nimi1240	nis
Nimo	nimo1247	niw
Nimoa	nimo1246	nmw
Ninam	nina1238	shb
Ninde	labo1244	mwi
Nindi	nind1242	nxi
Ningera	ning1275	nby
Ninggerum	ning1274	nxr
Ningil	ning1273	niz
Ningye	ning1271	nns
Ninia Yali	nini1235	nlk
Ninzo	ninz1246	nin
Nipsan	nips1240	nps
Nisa-Anasi	nisa1239	njs
Nisenan	nise1244	nsz
Nisga'a	nisg1240	ncg
Nisi (China)	nisi1238	yso
Nisvai	nisv1234	NA
Nitita	niti1249	NA
Niuafo'ou	niua1240	num
Niuatoputapu	niua1241	nkp
Niuean	niue1239	niu
Nivacle	niva1238	cag
Nivkh	gily1242	niv
Nizaa	suga1248	sgi
Njalgulgule	njal1239	njl
Njanga	njan1240	NA
Njebi	njeb1242	nzb
Njen	njen1238	njj
Njerep	njer1242	njr
Njyem	njye1238	njy
Nkangala	nkan1238	nkn
Nkari	nkar1238	nkz
Nkem-Nkum	nkem1242	isi
Nkhumbi	nkhu1238	khu
Nkongho	nkon1247	nkc
Nkonya-Nkami	nkon1245	nko
Nkoroo	nkor1239	nkx
Nkoya	nkoy1244	nka
Nkukoli	nkuk1238	nbo
Nkutu	nkut1238	nkw
Nnam	nnam1238	nbp
Nobiin	nobi1240	fia
Nobonob	nobo1238	gaw
Nocaman	noca1240	nom
Nocte Naga	noct1238	njb
Nogai	noga1249	nog
Noiri	noir1238	noi
Nokuku	noku1237	nkk
Nomaande	noma1260	lem
Nomane	noma1262	nof
Nomatsiguenga	noma1263	not
Nomu	nomu1240	noh
Nong Zhuang	nong1247	zhn
Nonuya	nonu1241	noj
Nooksack	nook1247	nok
Noon	noon1242	snf
Noone	noon1243	nhu
Nootka	noot1239	noo
Nopala Chatino	nopa1235	cya
Nori	nori1242	NA
Noric	nori1240	nrc
Norra	norr1243	nrr
North Alaskan Inupiatun	nort2943	esi
North Ambrym	nort2839	mmg
North Awyu	nort2918	yir
North Azerbaijani	nort2697	azj
North Babar	nort2860	bcd
North Bolivian Quechua	nort2976	qul
North Central Mixe	nort2939	neq
North Efate	nort2836	llp
North Fali	nort2770	fll
North Giziga	nort3047	gis
North Junin Quechua	nort2980	qvn
North Korowai	nort3250	krg
North Levantine Arabic	nort3139	apc
North Marquesan	nort2845	mrq
North Mesopotamian Arabic	nort3142	ayp
North Mofu	nort3046	mfk
North Moluccan Malay	nort2828	max
North Muyu	nort2916	kti
North Nuaulu	nort2867	nni
North Picene	nort1401	nrp
North Slavey	nort2942	scs
North Tairora	nort2920	tbg
North Tanna	nort2847	tnn
North Wahgi	nort2921	whg
North Watut	nort2857	una
North-Central Ju	kung1261	knw
North-Central Talysh	taly1247	tly
Northeast Bainounk	nort3247	NA
Northeast Kiwai	nort2930	kiw
Northeast Maidu	nort2952	nmu
Northeast Pashayi	nort2666	aee
Northeast Sahaptin	wall1238	waa
Northeastern Dinka	nort2815	dip
Northeastern Russian River Pomo	nort2967	pef
Northeastern Thai	nort2741	tts
Northeastern Timbira	krey1238	xre
Northern Alta	nort2875	aqn
Northern Altai	nort2686	atv
Northern Amami-Oshima	nort2935	ryn
Northern Atlantika Vere	nort3260	NA
Northern Bai	nort2724	bfc
Northern Betsimisaraka Malagasy	nort2890	bmm
Northern Binukidnon	karo1299	kyn
Northern Bobo Madare	nort2819	bbo
Northern Catanduanes Bicolano	nort2883	cts
Northern Conchucos Ancash Quechua	nort2979	qxn
Northern Dagara	nort2780	dgi
Northern Dong	nort2735	doc
Northern East Cree	nort1552	crl
Northern Embera	nort2972	emp
Northern Frisian	nort2626	frr
Northern Ghale	nort2709	ghh
Northern Gondi	nort2702	gno
Northern Grebo	nort2810	gbo
Northern Guiyang Hmong	nort1545	huj
Northern Gumuz	gumu1244	guk
Northern Haida	nort2938	hdn
Northern Hindko	nort2662	hno
Northern Hmong	nort3244	NA
Northern Huishui Hmong	nort2749	hmi
Northern Inland Yuin	nort2760	NA
Northern Ju	vase1234	vaj
Northern Kankanay	nort2877	xnn
Northern Katang	nort3270	ncq
Northern Khmer	nort2684	kxm
Northern Kissi	nort2765	kqs
Northern Kurdish	nort2641	kmr
Northern Luri	nort2645	lrc
Northern Lushootseed	lush1252	lut
Northern Mansi	mans1258	mns
Northern Mashan Hmong	nort1546	hmp
Northern Muji	nort2716	ymx
Northern Nambikuara	nort3251	mbg
Northern Ngbandi	nort2774	ngb
Northern Nisu	nort2718	yiv
Northern Nuni	nort2784	nuv
Northern Oaxaca Nahuatl	nort2958	nhy
Northern Ohlone	nort2969	cst
Northern One	nort2907	onr
Northern Paiute	nort2954	pao
Northern Pame	nort2984	pmq
Northern Pashto	nort2646	pbu
Northern Pastaza Quichua	nort2973	qvz
Northern Pinghua	nort3268	NA
Northern Pomo	nort2966	pej
Northern Puebla Nahuatl	nort2957	ncj
Northern Pumi	nort2723	pmi
Northern Qiandong Miao	nort2747	hea
Northern Qiang	nort2722	cng
Northern Rengma Naga	nort2725	nnl
Northern Roglai	nort2994	rog
Northern Sami	nort2671	sme
Northern Sierra Miwok	nort2968	nsq
Northern Subanen	nort2885	stb
Northern Sunraysia	nort2756	NA
Northern Tarahumara	nort2956	thh
Northern Tepehuan	nort2959	ntp
Northern Thai	nort2740	nod
Northern Tidung	nort3262	ntd
Northern Tlaxiaco Mixtec	nort2985	xtn
Northern Tosk Albanian	tosk1239	als
Northern Toussian	nort2787	tsp
Northern Tujia	nort2732	tji
Northern Tutchone	nort2941	ttm
Northern Uzbek	nort2690	uzn
Northern Yukaghir	nort2745	ykg
Northern Zhuang	nort3249	ccx
Northwest Alaska Inupiatun	nort2945	esk
Northwest Gbaya	nort2775	gya
Northwest Maidu	nort2951	mjd
Northwest Oaxaca Mixtec	nort2986	mxa
Northwest Pashayi	nort2665	glh
Northwest Sahaptin	yaki1237	yak
Northwestern Dinka	nort2816	diw
Northwestern Fars	nort2640	faz
Northwestern Kolami	nort2699	kfb
Northwestern Ojibwa	nort2961	ojb
Northwestern Tamang	nort3144	tmk
Norwegian Sign Language	norw1255	nsl
Norwegian	norw1258	nor
Notre	notr1240	bly
Notsi	nots1237	ncf
Nottoway	nott1246	ntw
Nouchi	nouc1234	NA
Noy	noyy1238	noy
Nsari	nsar1238	asj
Nsenga	nsen1242	nse
Nshi	nshi1235	nsc
Nsong	song1299	soo
Nsongo	nson1238	nsx
Ntcham	ntch1242	bud
Nterato	nter1234	NA
Ntomba	ntom1248	nto
Ntsambaan	samb1309	smx
Nubaca	nuba1241	baf
Nubi	nubi1253	kcn
Nubri	nubr1241	kte
Nuer	nuer1246	nus
Nugunu (Australia)	nugu1241	nnv
Nugunu (Cameroon)	nugu1242	yas
Nuk	nukk1240	noc
Nukak Maku	nuka1242	mbr
Nukna	nukn1238	klt
Nukuini	nuku1263	nuc
Nukumanu	nuku1258	nuq
Nukuoro	nuku1260	nkr
Nukuria	nuku1259	nur
Numana-Nunku-Gbantu-Numbu	numa1252	nbr
Numanggang	numa1254	nop
Numbami	numb1247	sij
Nume	nume1241	tgs
Numee	nume1242	kdk
Numidian	numi1241	nxm
Nung (Myanmar)	nung1282	nun
Nung (Viet Nam)	nung1283	nut
Nungali	nung1291	nug
Nungu	nung1292	rin
Nuoxi Yao	naxi1247	NA
Nupbikha	nupb1238	npb
Nupe-Nupe-Tako	nupe1254	nup
Nusa Laut	nusa1245	nul
Nusu	nusu1239	nuf
Nuu-chah-nulth	nuuc1236	nuk
Nyabwa	nyab1255	nwb
Nyadu	nyad1241	nxj
Nyaheun	nyah1249	nev
Nyahkur	nyah1250	cbn
Nyakyusa-Ngonde	nyak1260	nyy
Nyali	nyal1250	nlj
Nyam	nyam1285	nmi
Nyamal	nyam1271	nly
Nyambo	nyam1277	now
Nyamusa-Molo	nyam1279	nwm
Nyamwanga	nyam1275	mwn
Nyamwezi	nyam1276	nym
Nyaneka	nyan1305	nyk
Nyang'i	nyan1313	nyp
Nyanga	nyan1304	nyj
Nyanga-li	nyan1303	nyc
Nyangatom	nyan1315	nnj
Nyangbo	nyan1302	nyb
Nyangumarta	nyan1301	nna
Nyanja	nyan1308	nya
Nyankole	nyan1307	nyn
Nyarafolo Senoufo	nyar1245	sev
Nyaturu	nyat1246	rim
Nyawaygi	nyaw1247	nyt
Nyemba	nyem1238	nba
Nyeng	nyen1255	nfg
Nyengo	nyen1257	nye
Nyenkha	nyen1254	neh
Nyeu	nyeu1238	nyl
Nyigina	nyig1240	nyh
Nyiha (Malawi)	nyih1239	nyr
Nyiha (Tanzania)	nyih1240	nih
Nyika (Malawi and Zambia)	nyik1246	nkv
Nyika (Tanzania)	nyik1247	nkt
Nyindrou	nyin1250	lid
Nyindu	nyin1248	nyg
Nyishi-Hill Miri	nyis1236	njz
Nyisu	nyis1235	NA
Nyiyaparli	nija1241	xny
Nyokon	nyok1243	nvo
Nyole	nyol1238	nuj
Nyong	nyon1241	muo
Nyore	nyor1244	nyd
Nyoro	nyor1246	nyo
Nyulnyul	nyul1247	nyv
Nyunga	nyun1247	nys
Nyungwe	nyun1248	nyu
Nzadi	nzad1234	NA
Nzakambay	nzak1246	nzy
Nzakara	nzak1247	nzk
Nzanyi	nzan1240	nja
Nzima	nzim1238	nzi
Na-Meo	name1237	neo
Nupode Huitoto	nupo1240	hux
!O!ung	oung1238	oun
O'chi'chi'	ochi1235	xoc
O'du	oduu1239	tyh
Obanliku	oban1244	bzy
Obdorsk Khanty	obdo1234	NA
Obispeño	obis1242	obi
Oblo	oblo1238	obl
Obo Manobo	obom1235	obo
Obokuitai	obok1239	afz
Obolo	obol1243	ann
Obulom	obul1238	obu
Ocaina	ocai1244	oca
Occidental	occi1241	occ
Occitan	occi1239	oci
Ocotepec Mixtec	ocot1243	mie
Ocotlan Zapotec	ocot1244	zac
Od	oddd1238	odk
Odiai	odia1239	bhf
Odoodee	odoo1238	kkc
Odual	odua1238	odu
Odut	odut1238	oda
Ofaye	ofay1240	opy
Ofo	ofoo1242	ofo
Ogan	ogan1237	ogn
Ogbah	ogba1241	ogc
Ogbia	ogbi1239	ogb
Ogbogolo	ogbo1242	ogg
Ogbronuagum	ogbr1243	ogu
Ogea	ogea1238	eri
Ohendo	song1305	soe
Oirata	oira1263	oia
Ojitlan Chinantec	ojit1237	chj
Okanagan	okan1243	oka
Oki-No-Erabu	okin1246	okn
Okiek	okie1245	oki
Oko-Eni-Osayen	okoe1238	oks
Oko-Juwoi	okoj1239	okj
Okobo	okob1241	okb
Okodia	okod1238	okd
Okolod	okol1241	kqv
Okpamheri	okpa1238	opa
Okpe (Northwestern Edo)	okpe1249	okx
Okpe (Southwestern Edo)	okpe1250	oke
Oksapmin	oksa1245	opm
Oku	okuu1243	oku
Okwa	okwa1236	NA
Okwanuchu	okwa1235	NA
Old Aramaic (up to 700 BCE)	olda1245	oar
Old Bangkok Sign Language	oldb1247	NA
Old Burmese	oldb1235	obr
Old Cayman Sign Language	oldc1248	NA
Old Chinese	oldc1244	och
Old Dutch	oldd1237	odt
Old English (ca. 450-1100)	olde1238	ang
Old Frankish	fran1264	frk
Old French (842-ca. 1400)	oldf1239	fro
Old Frisian	oldf1241	ofs
Old Georgian	oldg1234	oge
Old High German (ca. 750-1050)	oldh1241	goh
Old Indic	oldi1244	qmx
Old Irish (to 900)	oldi1245	sga
Old Japanese	oldj1239	ojp
Old Kannada	oldk1250	qkn
Old Kentish Sign Language	oldk1238	okl
Old Khmer	oldk1249	qok
Old Latin	oldl1238	qbb
Old Malay	oldm1243	NA
Old Marathi	oldm1244	omr
Old Mon	oldm1242	omx
Old Norse	oldn1244	non
Old Nubian	oldn1245	onw
Old Ossetic	oldo1234	oos
Old Persian (ca. 600-400 B.C.)	oldp1254	peo
Old Persian	oldp1255	ope
Old Provenual	oldp1253	pro
Old Prussian	prus1238	prg
Old Rapa	rapa1245	ray
Old Russian	oldr1238	orv
Old Sabellic	sabe1248	qhr
Old Saxon	olds1250	osx
Old Spanish	olds1249	osp
Old Tamil	oldt1248	oty
Old Telugu	oldt1249	NA
Old Turkish	oldt1247	otk
Old Uighur	oldu1238	oui
Old Wanji	oldw1238	NA
Old Welsh	oldw1239	owl
Older Runic	olde1239	NA
Olekha	olek1239	ole
Oli-Bidiman	olib1234	NA
Olkol	olko1234	olk
Olo	oloo1241	ong
Oloma	olom1241	olm
Olu'bo	olub1238	lul
Olulumo-Ikom	olul1245	iko
Oluta Popoluca	olut1240	plo
Omagua	omag1248	omg
Omaha-Ponca	omah1247	oma
Omani Arabic	oman1239	acx
Omati	omat1240	mgx
Ombamba	omba1241	mbm
Ombo	ombo1238	oml
Omejes	omej1234	ome
Ometepec Nahuatl	omet1237	nht
Omi	omii1238	omi
Omomil	omom1235	NA
Omotik	omot1239	omt
Omurano	omur1241	omu
Oneida	onei1249	one
Ong-Ir	ongg1239	oog
Ongota	bira1253	bxe
Onin Pidgin	onin1237	onx
Onin	onin1245	oni
Onjob	onjo1240	onj
Ono	onoo1246	ons
Onobasulu	onob1238	onn
Onondaga	onon1246	ono
Ontenu	onte1239	ont
Ooku	ooku1235	NA
Oorlams	oorl1238	oor
Opao	opao1240	opo
Opon-Carare	opon1234	NA
Orang Kanaq	oran1258	orn
Orang Seletar	oran1259	ors
Oraon Sadri	orao1237	sdr
Original Costa Rican Sign Language	orig1234	NA
Oring	orin1239	org
Oriya	oriy1255	ory
Orizaba Nahuatl	oriz1235	nlv
Orkon-Fanbak	orko1234	fnb
Orma	orma1241	orc
Ormu	ormu1248	orz
Ormuri	ormu1247	oru
Oro Win	orow1243	orw
Oro	oroo1241	orx
Oroch	oroc1248	oac
Oroha	oroh1237	ora
Orok	orok1265	oaa
Orokaiva (Retired)	orok1270	ork
Orokaiva	orok1269	okv
Oroko	orok1266	bdu
Orokolo	orok1267	oro
Oropom	orop1234	NA
Oroqen	oroq1238	orh
Orowe	orow1242	bpk
Oruma	orum1241	orr
Orya	orya1242	ury
Osage	osag1243	osa
Osamayi	osam1235	syx
Osatu	osat1238	ost
Oscan	osca1245	osc
Osing	osin1237	osi
Ososo	osos1238	oso
Ossetian	osse1243	oss
Ot Danum	otda1235	otd
Otank	otan1238	uta
Oti	otii1244	oti
Otomaco	otom1276	NA
Otoro	otor1240	otr
Ottawa	otta1242	otw
Otuho	otuh1238	lot
Otuke	otuk1240	otu
Ouargli	taga1278	oua
Oued Righ	tema1243	tjo
Ouma	ouma1237	oum
Ounge	oung1239	oue
Owa	owaa1237	stn
Oweina	owen1244	wsr
Owiniga	owin1240	owi
Oy	oyyy1238	oyb
Oya'oya	oyao1237	oyy
Oyda	oyda1235	oyd
Oyster Bay-Big River-Little Swanport	oyst1235	NA
Ozolotepec Zapotec	ozol1235	zao
Ozumacin Chinantec	ozum1235	chz
Ömie	omie1241	aom
Önge	onge1236	oon
Pa Di	padi1241	pdi
Pa Na	pana1310	NA
Pa'a	paaa1242	pqa
Pa'o Karen	paok1235	blk
Pa-Hng	pahn1237	pha
Paakantyi	darl1243	drl
Paama	paam1238	pma
Paasaal	paas1238	sig
Pacaguara-Mercier	paca1247	NA
Pacahuara	paca1246	pcp
Pacahuaras-Castillo	paca1243	NA
Pacaraos Quechua	paca1245	qvp
Pacific Gulf Yupik	paci1278	ems
Pacoh	paco1243	pac
Padoe	pado1242	pdo
Paekche	paek1234	pkc
Pagi	pagi1244	pgi
Pagibete	pagi1243	pae
Pagu	pagu1249	pgu
Pahari Potwari	paha1251	phr
Pahi	pahi1246	lgt
Pahlavani	pahl1240	phv
Pahlavi	pahl1241	pal
Pai Tavytera	pait1247	pta
Pai-lang	pail1244	NA
Paiconeca	paic1240	NA
Paici	paic1239	pri
Paipai	paip1241	ppi
Paisaci Prakrit	pais1238	qpp
Paite Chin	pait1244	pck
Paiwan	paiw1248	pwn
Pak-Tong	pakt1239	pkg
Pakanha	paka1251	pkn
Pakistan Sign Language	paki1242	pks
Paku Karen	paku1238	kpp
Paku	paku1239	pku
Pal	pall1244	abw
Palaic	pala1331	plq
Palaka Senoufo	pala1342	plr
Palantla Chinantec	pala1351	cpa
Palauan	pala1344	pau
Palembang	pale1264	plm
Palen	pale1262	pnl
Palenquero	pale1260	pln
Palestinian Jewish Aramaic	pale1261	jpa
Palewyami Yokuts	pale1254	NA
Pali	pali1273	pli
Palikur	pali1279	plu
Paliyan	pali1274	pcf
Pallanganmiddang	pall1243	NA
Palmela	palm1241	NA
Palor	palo1243	fap
Palpa	palp1242	plp
Palu	palu1254	pbz
Palu'e	palu1252	ple
Paluai	balu1257	blq
Paluan	palu1253	plz
Palumata	palu1237	pmc
Palya Bareli	paly1238	bpx
Pam (Cameroon)	pamm1242	pmn
Pambia	pamb1243	pmb
Pamona (Retired)	pamo1255	bcx
Pamona	pamo1252	pmf
Pamosu	pamo1253	hih
Pampanga	pamp1243	pam
Pamplona Atta	pamp1244	att
Pamunkey	pamu1240	NA
Pana (Burkina Faso)	pana1295	pnq
Pana (Central African Republic)	pana1293	pnz
Panamanian Sign Language	pana1308	lsp
Panamint	pana1305	par
Panang	pana1292	pcr
Panao Huanuco Quechua	pana1306	qxh
Panare Trade Spanish	pana1311	NA
Panare	enap1235	pbh
Panara	pana1307	kre
Panasuan	pana1303	psn
Panawa	pana1298	pwb
Pancana	panc1247	pnp
Panche	panc1242	NA
Panchpargania	panc1246	tdb
Pande	pand1264	bkj
Pangasinan	pang1290	pag
Pangseng	pang1286	pgs
Pangutaran Sama	pang1291	slm
Pangwa Naga	tase1235	nst
Pangwa	pang1287	pbr
Pangwali	pang1282	pgg
Panim	pani1258	pnr
Paniya	pani1256	pcg
Pankarare	pank1235	pax
Pankararu	pank1250	paz
Pankhu	pank1249	pkh
Pannei	pann1239	pnc
Panoan Katukina	pano1254	knt
Panobo	pano1255	pno
Panytyima	pany1241	pnw
Panzaleo	panz1235	NA
Pao	paoo1245	ppa
Papantla Totonac	papa1238	top
Papapana	papa1265	ppn
Papar	papa1268	dpp
Papasena	papa1269	pas
Papavo	papa1263	ppv
Papel	pape1239	pbo
Papi	papi1255	ppe
Papiamento	papi1253	pap
Papitalai	papi1254	pat
Papora	papo1239	ppu
Papua New Guinean Sign Language	papu1255	pgz
Papuan Malay	papu1250	pmy
Papuan Pidgin English	papu1254	NA
Papuma	papu1251	ppm
Para Naga	para1302	pzn
Parachi	para1299	prc
Paraguayan Guarani	para1311	gug
Paraguayan Sign Language	para1318	pys
Parakana	para1312	pak
Paranan	para1306	prf
Paranawat	para1313	paf
Paraujano	para1316	pbg
Paravilhana	para1309	NA
Parawen	para1307	prw
Pardhan	pard1245	pch
Pardhi	pard1243	pcl
Pare	pare1271	ppt
Parecis	pare1272	pab
Parkari Koli	park1237	kvx
Parkwa	park1239	pbi
Parsi	pars1251	prp
Parsi-Dari	pars1252	prd
Parthian	part1239	xpr
Parya	pary1242	paq
Para Arara	para1310	aap
Para Gaviao	para1315	gvp
Pasi	pasi1259	psq
Pass Valley Yali	pass1247	yac
Passe	pass1250	NA
Pasto	past1243	NA
Patagon	pata1255	NA
Patamona	pata1262	pbc
Patani	pata1260	ptn
Pataxo Ha-Ha-Hae	pata1261	pth
Patep	pate1247	ptp
Pathiya	path1235	pty
Patla-Chicontla Totonac	patl1234	tot
Patpatar	patp1243	gfk
Pattani	patt1248	lae
Patwin	patw1250	pwi
Paulohi	paul1238	plh
Paumari	paum1247	pad
Paunaca	paun1241	pnk
Pauri Bareli	paur1238	bfb
Pauserna	paus1244	psm
Pauwi	pauw1243	NA
Pauxi	paux1235	NA
Pauxiana	paux1236	NA
Pawaia	pawa1255	pwa
Pawnee	pawn1254	paw
Payagua	paya1236	NA
Payaya	paya1237	NA
Pe	peee1238	pai
Pear	pear1247	pcb
Peba	peba1243	NA
Pech	pech1241	pay
Pecheneg	pech1242	xpc
Pedi	pedi1238	nso
Pei	peii1238	ppq
Pekal	peka1242	pel
Pela	pela1242	bxd
Pele-Ata	pele1245	ata
Pemon	pemo1248	aoc
Penang Sign Language	pena1248	psg
Penange	pena1270	NA
Penchal	penc1239	pek
Pendau	pend1242	ums
Penesak	pene1237	pen
Pengo	peng1244	peg
Pennsylvania German	penn1240	pdc
Penrhyn	penr1237	pnh
Pentlatch	pent1242	ptw
Perai	pera1257	wet
Peranakan Indonesian	pera1256	pea
Pericu	peri1250	NA
Peripheral Mongolian	peri1253	mvf
Pero	pero1241	pip
Peruvian Sign Language	peru1235	prl
Petapa Zapotec	peta1247	zpe
Petats	peta1245	pex
Petjo	petj1238	pey
Peve	peve1243	lme
Peñoles Mixtec	peno1244	mil
Pfaelzisch	pala1330	pfl
Phake	phak1238	phk
Phala	phal1256	ypa
Phalura	phal1254	phl
Phana'	phan1254	phq
Phangduwali	phan1256	phw
Phende	phen1239	pem
Philippine Sign Language	phil1239	psp
Phimbi	phim1238	phm
Phoenician	phoe1239	phn
Phola	phol1237	ypg
Pholo	phol1235	yip
Phom Naga	phom1236	nph
Phong-Kniang	phon1246	pnx
Phrae Pwo Karen	phra1235	kjt
Phrygian	phry1239	xpg
Phu Thai	phut1244	pht
Phuan	phua1239	phu
Phudagi	phud1238	phd
Phuie	phui1238	pug
Phukha	phuk1235	phh
Phuma	phum1235	ypm
Phunoi	phun1245	pho
Phuong	phuo1238	phg
Phupa	phup1239	ypp
Phupha	phup1237	yph
Phuza	phuz1235	ypz
Piamatsina	piam1242	ptr
Piame	piam1243	pin
Piapoco	piap1246	pio
Piaroa	piar1243	pid
Picard	pica1241	pcd
Pichi	fern1234	fpe
Pichis Asheninka	pich1237	cpu
Pictish	pict1238	xpi
Picuris Northern Tiwa	picu1248	NA
Pidgin Carib	pidg1256	NA
Pidgin Chinook Jargon	pidg1254	NA
Pidgin Delaware	pidg1246	dep
Pidgin Fijian	pidg1237	NA
Pidgin Gulf Arabic	pidg1248	NA
Pidgin Hawaiian	pidg1249	NA
Pidgin Hindustani	pidg1251	NA
Pidgin Kaurna	pidg1255	NA
Pidgin Madam	pidg1252	NA
Pidgin Ngarluma	pidg1247	NA
Pidgin Tukang Besi	pidg1257	NA
Piemontese	piem1238	pms
Pijao	pija1235	pij
Pije	pije1237	piz
Pijin	piji1239	pis
Pilaga	pila1245	plg
Pima Bajo	pima1248	pia
Pimbwe	pimb1238	piw
Pimenteira	pime1237	NA
Pinai-Hagahai	pina1252	pnn
Pingelapese	ping1243	pif
Pini	pini1245	pii
Pinigura	pini1244	pnv
Pinji	pinj1243	pic
Pinotepa Nacional Mixtec	pino1237	mio
Pintiini	pint1251	pti
Pintupi-Luritja	pint1250	piu
Pinyin	piny1238	pny
Pipil	pipi1250	ppl
Piraha	pira1253	myp
Pirlatapa	pirl1238	bxi
Piro	piro1248	pie
Pirriya	pirr1240	xpa
Piru	piru1241	ppr
Pisabo	pisa1244	pig
Pisaflores Tepehua	pisa1237	tpp
Pisamira	pisa1245	NA
Piscataway	pisc1239	psy
Pisidian	pisi1234	xps
Pitaguary	pita1243	NA
Pitcairn-Norfolk	pitc1234	pih
Pite Sami	pite1240	sje
Piti	piti1243	pcn
Pitjantjatjara	pitj1243	pjt
Pitta Pitta	pitt1247	pit
Piu	piuu1237	pix
Piya-Kwonci	piya1245	piy
Plains Cree	plai1258	crk
Plains Indian Sign Language	plai1235	psd
Plains Miwok	plai1259	pmw
Plapo Krumen	plap1239	ktj
Plateau Malagasy	plat1254	plt
Plautdietsch	plau1238	pdt
Playero	play1240	gob
Pnar	pnar1238	pbv
Pochuri Naga	poch1243	npo
Pochutec	poch1244	xpo
Podena	pode1237	pdn
Pogolo	pogo1243	poy
Pohnpeian	pohn1238	pon
Pokanga	poka1242	pok
Poke	poke1238	pof
Pokomo	poko1261	pkb
Polabian	pola1255	pox
Polari	pola1249	pld
Polci	polc1243	plj
Polish Sign Language	poli1259	pso
Polish	poli1260	pol
Pollapese	poll1238	NA
Polonombauk	polo1242	plb
Pom	pomm1237	pmo
Pomo	pomo1271	pmm
Ponam	pona1250	ncc
Ponares	pona1251	pod
Pongu	pong1250	png
Pongyong	pong1252	pgy
Ponosakan	pono1240	pns
Ponthai	pont1258	NA
Pontic	pont1253	pnt
Popti'	popt1235	jac
Poqomam	poqo1253	poc
Poqomam, Eastern	poqo1257	poa
Poqomam, Southern	poqo1255	pou
Poqomchi'	poqo1254	poh
Poqomchi', Western	poqo1256	pob
Porohanon	poro1253	prh
Port Sandwich	port1285	psw
Port Sorell	port1278	NA
Portuguese Sign Language	port1277	psr
Portuguese	port1283	por
Potawatomi	pota1247	pot
Potiguara	poti1237	pog
Pottangi Ollar Gadaba	pott1240	gdb
Poumei Naga	poum1235	pmx
Pouye	pouy1238	bye
Powari	powa1246	pwr
Powhatan	powh1243	pim
Poya	poya1239	NA
Poyanawa	poya1241	pyn
Prai	phai1238	prt
Prasuni	pras1239	prn
Pray 3	pray1239	pry
Principense	prin1242	pre
Provenual (Retired)	prov1247	prv
Providencia Sign Language	prov1243	prz
Psikye	psik1239	kvj
Pu Ko	puko1234	puk
Pu-Xian Chinese	puxi1243	cpx
Puare	puar1240	pux
Pubian	pubi1237	pun
Pubiao-Qabiao	qabi1235	laq
Pudtol Atta	pudt1235	atp
Puelche	puel1244	pue
Puerto Rican Sign Language	puer1237	psl
Puimei Naga	puim1234	npu
Puinave	puin1248	pui
